Unitigs_id,h_statistic,p_value,effect_size,adjusted_p_value
1382357274,31.835442812656197,5.668489649972498e-07,0.5053244890897809,0.03158321427131498
1383663162,33.59385196481771,2.4135272432982474e-07,0.533235745473297,0.026034289849233366
1385374562,30.517577616794792,1.0739814466730384e-06,0.48440599391737765,0.046529304242561895
1385980071,29.91992384872059,1.4346312910711123e-06,0.4749194261701681,0.04988687748751237
1386039661,31.460967656708984,6.797715151125094e-07,0.4993804389953807,0.03454770743559921
1391661568,30.81965322905287,9.277122191040707e-07,0.4892008449056011,0.04190993868119647
1394071398,36.684836741123235,5.36488982050009e-08,0.582298995890845,0.012517394812525898
1411740778,34.45560951135877,1.5875451121821876e-07,0.5469144366882345,0.023644512305757256
1423664836,33.19211503483939,2.9337276894341357e-07,0.5268589688069745,0.026783820729204884
1429464739,34.79649690456423,1.3450151703506263e-07,0.5523253476914957,0.022960522499093635
1431870211,45.42861118321961,7.501874438172973e-10,0.7210890664003112,0.0010896953434630077
1454321586,42.701418788027574,2.847744923106861e-09,0.6778002982226599,0.0027947481861073506
1457894873,30.633420931562895,1.0153488424515852e-06,0.48624477669147453,0.04464780147121214
1467971328,30.250765170501992,1.2221995747878826e-06,0.48017087572225386,0.04863089328069464
1470051771,36.684836741123235,5.36488982050009e-08,0.582298995890845,0.012517394812525898
1475092630,30.619735267985188,1.0221057662413623e-06,0.48602754393627284,0.04464780147121214
1480625168,34.01341583757253,1.96830967310893e-07,0.5398954894852782,0.023644512305757256
1487981889,30.170733521605985,1.270516438640457e-06,0.4789005320889839,0.04863089328069464
1495146820,37.43096607458946,3.729875152377097e-08,0.5941423186442772,0.012321509689075437
1496785569,32.185766582461476,4.782289200136272e-07,0.5108851838485948,0.028085550228617636
1501555538,30.122734867471763,1.3004038862098124e-06,0.478138648690028,0.04863089328069464
1526650472,41.94933333514157,4.112693313946839e-09,0.665862433891136,0.0027947481861073506
1540696860,34.03256363461562,1.9500741457214838e-07,0.5401994227716765,0.023644512305757256
1553922929,39.56597357373537,1.3168814594308576e-08,0.628031326567228,0.005800361316437128
1555370611,31.243798259256163,7.552737880463877e-07,0.4959333057024788,0.03730871106067354
1563014090,36.684836741123235,5.36488982050009e-08,0.582298995890845,0.012517394812525898
1571099428,34.139611099030375,1.8511906176686444e-07,0.5418985888734981,0.023644512305757256
1577486541,35.171453043864084,1.1207558790673842e-07,0.558277032442287,0.020426908245908478
1590372407,30.122734867471763,1.3004038862098124e-06,0.478138648690028,0.04863089328069464
1593356548,36.02698448986046,7.390646582345141e-08,0.5718568966644517,0.015625432123515314
1602317770,34.53380777906737,1.5283100750434822e-07,0.5481556790328154,0.023644512305757256
1615726282,32.68674109277387,3.7498564177061116e-07,0.5188371602027598,0.026783820729204884
1619749880,31.706255059721126,6.0351502984704e-07,0.5032738898368433,0.03158321427131498
1622037741,32.276226728331046,4.576857762135479e-07,0.5123210591798579,0.028085550228617636
1625985453,30.058978886610443,1.3411906147481783e-06,0.47712664899381657,0.04867156401103769
1632915640,31.12814437380829,7.988409098433508e-07,0.4940975297429887,0.03838461799214686
1639615278,34.12465069912577,1.864703184956794e-07,0.5416611222083456,0.023644512305757256
1646224747,33.10433057919526,3.0615319735320266e-07,0.5254655647491312,0.026783820729204884
1648281766,33.91775136766645,2.0619982055279315e-07,0.5383770058359754,0.023882743685773023
1649120302,31.820093478756394,5.710862887892765e-07,0.5050808488691492,0.03158321427131498
1670600349,32.28725051640095,4.5524330519158076e-07,0.5124960399428723,0.028085550228617636
1676106516,32.40598768693861,4.297461404049936e-07,0.5143807569355334,0.028085550228617636
1679098500,35.35773887323356,1.0236383607327643e-07,0.5612339503687866,0.019323159186080487
1682424624,32.70072734032889,3.724476501198502e-07,0.5190591641322045,0.026783820729204884
1687129444,32.87032429558746,3.430031100499961e-07,0.521751179295039,0.026783820729204884
1687151399,35.69799474694424,8.674258739398407e-08,0.5666348372530832,0.016980802800080026
1707607498,31.766170017108116,5.862245487329566e-07,0.5042249209064781,0.03158321427131498
1715637734,30.177001215159088,1.2666646590598726e-06,0.4790000192882395,0.04863089328069464
1716225308,31.527855717391958,6.580710145781377e-07,0.5004421542443168,0.033769540238896834
1716822788,32.33697179777404,4.4438755754328905e-07,0.513285266631334,0.028085550228617636
1731668152,32.283273713702954,4.561229163788975e-07,0.5124329160905231,0.028085550228617636
1735646061,34.315253175998436,1.6996724826580858e-07,0.5446865583491816,0.023644512305757256
1737464151,32.01538806801048,5.194531471787937e-07,0.5081807629842934,0.030171340064822444
1737496843,33.24807212111541,2.855054416328702e-07,0.5277471765256415,0.026783820729204884
1744944854,32.745013739800264,3.6452385196119137e-07,0.5197621228539725,0.026783820729204884
1748588791,41.65068187710652,4.758779500037396e-09,0.6611219345572463,0.0027947481861073506
1755015640,30.113072453861978,1.3065047140584496e-06,0.4779852770454282,0.04863089328069464
1760628642,30.053996779573247,1.344431091679985e-06,0.4770475679297341,0.04867156401103769
1760922751,30.9444189828504,8.732650538871003e-07,0.4911812536960381,0.04013634776276162
1761614098,30.11635528214483,1.3044287462260138e-06,0.4780373854308703,0.04863089328069464
1762226047,32.185766582461476,4.782289200136272e-07,0.5108851838485948,0.028085550228617636
1765597228,32.33536211228458,4.447349224477119e-07,0.5132597160680091,0.028085550228617636
1775548554,30.113072453861978,1.3065047140584496e-06,0.4779852770454282,0.04863089328069464
1775702775,34.45560951135877,1.5875451121821876e-07,0.5469144366882345,0.023644512305757256
1790355659,29.93732584145397,1.4225910440727096e-06,0.47519564827704713,0.04979580221762385
1799225807,36.56629016424339,5.6837580453062545e-08,0.5804173041943396,0.012517394812525898
1820267753,32.87032429558746,3.430031100499961e-07,0.521751179295039,0.026783820729204884
1824183738,36.56629016424339,5.6837580453062545e-08,0.5804173041943396,0.012517394812525898
1825321456,31.006900592568776,8.472089185612635e-07,0.49217302527886947,0.03962795724813324
1837685975,30.122734867471763,1.3004038862098124e-06,0.478138648690028,0.04863089328069464
1840593821,49.95420979396543,8.17059995969514e-11,0.7929239649835783,0.0004318605742276693
1842447434,32.320071877635236,4.480480501314822e-07,0.5130170139307181,0.028085550228617636
1850682389,32.79745912212391,3.553575990979711e-07,0.5205945892400621,0.026783820729204884
1853582997,34.03256363461562,1.9500741457214838e-07,0.5401994227716765,0.023644512305757256
1865463739,30.177001215159088,1.2666646590598726e-06,0.4790000192882395,0.04863089328069464
1868334245,30.220852705435135,1.2400399651644216e-06,0.4796960746894466,0.04863089328069464
1870229818,34.28960076824519,1.7210042113013555e-07,0.5442793772737331,0.023644512305757256
1892090578,34.03256363461562,1.9500741457214838e-07,0.5401994227716765,0.023644512305757256
1894596125,34.794003657408744,1.3466472554889871e-07,0.5522857723398213,0.022960522499093635
1905455244,37.666549651479954,3.325316782430911e-08,0.5978817404996818,0.011717403228106816
1905488094,41.7649748631579,4.500342433159007e-09,0.6629361089390143,0.0027947481861073506
1937874278,32.185766582461476,4.782289200136272e-07,0.5108851838485948,0.028085550228617636
1938758079,32.79745912212391,3.553575990979711e-07,0.5205945892400621,0.026783820729204884
1947186313,41.85240187824776,4.312159356420307e-09,0.664323839337266,0.0027947481861073506
1957729252,31.70986992639206,6.024575576172846e-07,0.5033312686728898,0.03158321427131498
1962808358,33.29860388655072,2.785820320445537e-07,0.5285492680404876,0.026783820729204884
1982822597,45.23522327125269,8.246610374472463e-10,0.718019417004011,0.0010896953434630077
1990909711,30.091455042696925,1.3202575346961444e-06,0.47764214353487183,0.04867156401103769
1995313962,29.94762949039265,1.4155096457887209e-06,0.4753591982602008,0.04979580221762385
2004135950,31.79184984700845,5.789659823073444e-07,0.5046325372541024,0.03158321427131498
2004784203,31.08747117090483,8.14751471378513e-07,0.4934519233476957,0.03871060951365208
2007802924,32.87032429558746,3.430031100499961e-07,0.521751179295039,0.026783820729204884
2023104935,32.68674109277387,3.7498564177061116e-07,0.5188371602027598,0.026783820729204884
2024855294,32.69422068908542,3.7362622887386623e-07,0.5189558839537368,0.026783820729204884
2034942903,35.75575058086684,8.433808157272653e-08,0.5675515965216958,0.016980802800080026
2039253500,30.78986842105262,9.412033612601325e-07,0.4887280701754384,0.04215907489563529
2039932886,31.221284169902916,7.635648489110509e-07,0.4955759392048082,0.03736902631673947
2045010638,32.185766582461476,4.782289200136272e-07,0.5108851838485948,0.028085550228617636
2046654014,39.56597357373537,1.3168814594308576e-08,0.628031326567228,0.005800361316437128
2060199563,32.185766582461476,4.782289200136272e-07,0.5108851838485948,0.028085550228617636
2060248618,33.66218014048026,2.3347048793426575e-07,0.5343203196901628,0.02570871465015714
2064852620,30.840583234772293,9.183475217440505e-07,0.48953306721860784,0.041844528578634604
2066196904,39.56597357373537,1.3168814594308576e-08,0.628031326567228,0.005800361316437128
2071414166,34.03888151264409,1.944094358789538e-07,0.5402997065499062,0.023644512305757256
2073882657,31.766170017108116,5.862245487329566e-07,0.5042249209064781,0.03158321427131498
2079959878,32.745013739800264,3.6452385196119137e-07,0.5197621228539725,0.026783820729204884
2080219978,30.304342366851504,1.1908829252836913e-06,0.4810213074103413,0.04863089328069464
2081660227,31.854035957519027,5.617581661607729e-07,0.5056196183733179,0.03158321427131498
2082636158,33.438458239414025,2.602819413875703e-07,0.5307691784033972,0.026783820729204884
2085653200,30.002191699839834,1.3785928173712727e-06,0.4762252650768228,0.049201124281347056
2090371881,33.841925012641106,2.139410862739352e-07,0.5371734128990652,0.024059464063140305
2100605201,32.87032429558746,3.430031100499961e-07,0.521751179295039,0.026783820729204884
2124480845,30.1972677783649,1.254289525838105e-06,0.4793217107676968,0.04863089328069464
2124597345,30.384015962703273,1.1457873232254784e-06,0.4822859676619567,0.04863089328069464
2144244958,46.41842361365007,4.6208680461328457e-10,0.7368003748198424,0.0010896953434630077
2149697115,29.989661654135368,1.3869847464907033e-06,0.4760263754624662,0.049201124281347056
2165702010,36.684836741123235,5.36488982050009e-08,0.582298995890845,0.012517394812525898
2173744358,36.684836741123235,5.36488982050009e-08,0.582298995890845,0.012517394812525898
2176564344,30.768776180899557,9.50875427533325e-07,0.4883932727126914,0.0422343946207628
2186898667,37.963852349089066,2.8767223004734723e-08,0.6026008309379217,0.010860742441579613
2197629492,31.197038966784213,7.72595022576183e-07,0.49519109471086054,0.03746407535240721
2203160623,32.79745912212391,3.553575990979711e-07,0.5205945892400621,0.026783820729204884
2205842489,31.073541163742526,8.202730098930296e-07,0.4932308121228972,0.03871060951365208
2215120757,29.989661654135368,1.3869847464907033e-06,0.4760263754624662,0.049201124281347056
2216213301,33.227215987368254,2.8841279707941295e-07,0.527416126783623,0.026783820729204884
2224958231,32.33536211228458,4.447349224477119e-07,0.5132597160680091,0.028085550228617636
2248586684,31.683054581456535,6.103462054336024e-07,0.5029056282770878,0.03162755993829548
2255547333,36.99514231980019,4.612281749840481e-08,0.5872244812666696,0.012517394812525898
2256540595,30.058978886610443,1.3411906147481783e-06,0.47712664899381657,0.04867156401103769
2259130017,32.87032429558746,3.430031100499961e-07,0.521751179295039,0.026783820729204884
2269019683,31.338604146224412,7.213349865104419e-07,0.49743816105118116,0.03631092465338439
2278884344,32.95213704908343,3.2964181324872725e-07,0.5230497944298957,0.026783820729204884
2279863637,33.901340678716615,2.0785115352302672e-07,0.5381165187097875,0.023882743685773023
2302281769,30.122734867471763,1.3004038862098124e-06,0.478138648690028,0.04863089328069464
2306584120,31.706255059721126,6.0351502984704e-07,0.5032738898368433,0.03158321427131498
2311959921,30.113072453861978,1.3065047140584496e-06,0.4779852770454282,0.04863089328069464
2321816098,30.11635528214483,1.3044287462260138e-06,0.4780373854308703,0.04863089328069464
2322572515,33.29860388655072,2.785820320445537e-07,0.5285492680404876,0.026783820729204884
2326508284,31.274205328044165,7.442184992635412e-07,0.4964159575880026,0.03710942338917844
2339183187,30.17430514488469,1.26832008521432e-06,0.47895722452197925,0.04863089328069464
2340088067,32.185766582461476,4.782289200136272e-07,0.5108851838485948,0.028085550228617636
2340136696,32.185766582461476,4.782289200136272e-07,0.5108851838485948,0.028085550228617636
2351153548,33.01832736547803,3.1921309991674093e-07,0.5241004343726672,0.026783820729204884
2355993197,32.860884834765024,3.445790987222095e-07,0.5216013465835718,0.026783820729204884
2361858664,30.122734867471763,1.3004038862098124e-06,0.478138648690028,0.04863089328069464
2363221246,32.409690518430885,4.2897435552988134e-07,0.5144395320385855,0.028085550228617636
2372164536,31.706255059721126,6.0351502984704e-07,0.5032738898368433,0.03158321427131498
2375842699,30.122734867471763,1.3004038862098124e-06,0.478138648690028,0.04863089328069464
2380648784,38.66888950416847,2.0398720699805078e-08,0.613791896891563,0.008293716569523832
2382729294,33.14609466006566,3.000049516921e-07,0.5261284866677088,0.026783820729204884
2386031910,30.980406564163278,8.581613629420362e-07,0.49175248514544884,0.0397881472348135
2386557175,34.56507600054151,1.5052467487233534e-07,0.5486520000085954,0.023644512305757256
